,Partido,Localidad,,,CABLEMODEM,DIAL UP,FIBRA OPTICA,,SATELITAL,WIMAX,,,
SANTA FE,General López,Diego de Alvear,,206,- 0,- 0,,- 0,- 0,- 0,108,,
,General López,Elortondo,,,- 0,- 0,,,- 0,- 0,- 0,510,
,General López,Firmat,82042120,,1.488,- 0,3.305,,- 0,,- 0,5.074,
SANTA FE,,,82042130,- 0,,,1.190,- 0,,- 0,- 0,,
SANTA FE,,La Chispa,82042140,- 0,,- 0,- 0,- 0,,- 0,,,
,General López,Maggiolo,82042170,,- 0,- 0,- 0,,- 0,,53,133,
,General López,María Teresa,,26,1.012,- 0,,1,- 0,- 0,30,1.069,
SANTA FE,General López,,82042190,- 0,- 0,,- 0,- 0,- 0,- 0,,201,
SANTA FE,,,82042200,- 0,,,- 0,- 0,,- 0,- 0,,
SANTA FE,General López,Murphy,,- 0,- 0,- 0,,- 0,- 0,,- 0,717,
,General López,Rufino,82042220,,3,- 0,5.103,,- 0,,- 0,6.538,
,General López,San Eduardo,82042230,,- 0,- 0,84,,- 0,- 0,,,
,General López,San Francisco de Santa Fe,,,- 0,- 0,,,1,- 0,,46,
SANTA FE,,San Gregorio,82042250,43,,- 0,1.013,- 0,,,118,1.174,
SANTA FE,,,82042260,320,,,- 0,- 0,,,707,1.028,
SANTA FE,General López,Santa Isabel,,214,- 0,- 0,,,1,- 0,,,
,General López,Teodelina,82042280,,935,- 0,- 0,,- 0,- 0,165,,
,General López,Venado Tuerto,82042290,,25.656,- 0,1.435,,1,,77,29.807,
SANTA FE,General López,Villa Cañás,,715,1.195,- 0,,4,- 0,,211,2.474,
SANTA FE,,Wheelwright,82042310,- 0,,,1.374,3,,- 0,,1.393,
SANTA FE,General López,,82042150,215,- 0,,- 0,- 0,- 0,- 0,- 0,,
SANTA FE,,,82049020,3,,,3.578,750,,- 0,1.141,5.484,
SANTA FE,,Berna,82049030,- 0,,- 0,- 0,10,,,48,58,
,General Obligado,El Araza,,,- 0,- 0,,,- 0,- 0,,,
,General Obligado,El Rabón,82049050,,65,- 0,- 0,,1,- 0,,146,
SANTA FE,,Florencia,82049060,268,,- 0,- 0,- 0,,,188,593,
SANTA FE,,,82049070,87,- 0,,- 0,- 0,- 0,- 0,- 0,87,
SANTA FE,General Obligado,Ingeniero Chanourdie,,- 0,- 0,- 0,,- 0,1,- 0,,,
,General Obligado,La Isleta,82049090,,- 0,- 0,,,1,- 0,- 0,,
SANTA FE,General Obligado,,82049100,- 0,- 0,,- 0,- 0,- 0,,85,85,
SANTA FE,,Las Garzas,82049120,92,,- 0,- 0,- 0,,- 0,- 0,92,
SANTA FE,,Las Toscas,82049130,609,,- 0,79,- 0,,- 0,462,,
SANTA FE,,,82049140,- 0,,,- 0,20,,- 0,,,
,General Obligado,Malabrigo,82049150,,924,- 0,- 0,,- 0,- 0,91,1.841,
,General Obligado,Paraje San Manuel,,,- 0,- 0,,,1,,- 0,1,
SANTA FE,General Obligado,,82049180,1.906,14.399,,6.832,800,1,- 0,,26.778,
SANTA FE,,San Antonio de Obligado,82049190,125,,- 0,- 0,- 0,,- 0,,,
SANTA FE,,,82049200,103,,,- 0,- 0,,,3,221,
SANTA FE,General Obligado,,82049210,- 0,- 0,,- 0,- 0,1,- 0,- 0,1,
,General Obligado,Villa Guillermina,,,173,- 0,,,1,- 0,,,
SANTA FE,General Obligado,Villa Ocampo,,2.009,1.613,- 0,,29,1,- 0,- 0,,
,General Obligado,Lanteri,,,- 0,- 0,,- 0,- 0,- 0,300,300,
,General Obligado,Arroyo Ceibal,82049010,,- 0,- 0,- 0,,- 0,,108,108,
SANTA FE,Iriondo,,82056010,- 0,- 0,,- 0,- 0,,- 0,9,,
SANTA FE,,Bustinza,82056020,287,,- 0,6,- 0,,- 0,,,
,Iriondo,Cañada de Gómez,82056030,,7.242,- 0,329,,- 0,,411,9.233,
,Iriondo,Carrizales (Est. Clarke),,,17,- 0,,,1,,- 0,474,
SANTA FE,Iriondo,,82056050,- 0,- 0,,130,- 0,- 0,- 0,,151,
SANTA FE,,,82056060,- 0,,,- 0,- 0,,- 0,,,
SANTA FE,Iriondo,Correa,,114,1.063,- 0,,1,- 0,,23,1.773,
,Iriondo,Larguía,,,- 0,- 0,,,- 0,- 0,7,7,
,Iriondo,Lucio V. López,82056090,,5,- 0,- 0,,- 0,- 0,31,,
SANTA FE,Iriondo,Oliveros,,2.000,- 0,- 0,,,- 0,- 0,,3.360,
SANTA FE,,Pueblo Andino,82056110,- 0,,- 0,- 0,- 0,,,414,1.062,
SANTA FE,Iriondo,,82056120,493,,,- 0,- 0,- 0,,89,582,
,Iriondo,Serodino,,,- 0,- 0,,,- 0,- 0,,354,
,Iriondo,Totoras,82056140,,- 0,- 0,920,,- 0,- 0,131,,
SANTA FE,Iriondo,Villa Eloísa,,597,- 0,- 0,,- 0,- 0,,- 0,965,
,Iriondo,Villa La Rivera (Oliveros),,,- 0,- 0,,,- 0,,37,37,
SANTA FE,Iriondo,,82056170,- 0,- 0,,- 0,- 0,1,- 0,26,,
SANTA FE,,,82063010,- 0,,,- 0,- 0,,- 0,,27,
SANTA FE,,Arroyo Aguiar,82063020,102,,- 0,- 0,- 0,,,38,141,
SANTA FE,,,82063030,- 0,,,88,- 0,- 0,- 0,106,1.309,
,La Capital,Cabal,82063040,,- 0,- 0,- 0,,- 0,- 0,,13,
SANTA FE,La Capital,Candioti,,- 0,- 0,- 0,,- 0,- 0,- 0,,,
SANTA FE,,,82063070,103,,,153,- 0,,- 0,1,257,
SANTA FE,,Laguna Paiva,82063080,1.899,,- 0,- 0,- 0,,,76,1.975,
,La Capital,Llambi Campbell,,,- 0,- 0,,,- 0,- 0,186,,
SANTA FE,La Capital,Monte Vera,,281,- 0,- 0,,- 0,3,- 0,,,
SANTA FE,,,82063110,426,,,1,3,,- 0,69,499,
SANTA FE,La Capital,,82063140,1.131,30,,- 0,- 0,- 0,,275,1.436,
SANTA FE,La Capital,,82063160,1.806,2.329,,505,- 0,,- 0,,,
SANTA FE,,Santa Fe,82063170,20.606,,32,39.411,2.040,,- 0,104,,
,La Capital,Santo Tomé,,13,13,- 0,,11,- 0,,492,925,
,La Capital,Sauce Viejo,82063190,,- 0,- 0,- 0,,- 0,- 0,89,1.197,
SANTA FE,,Cavour,82070010,- 0,,- 0,- 0,- 0,,- 0,,,
SANTA FE,,,82070020,- 0,,,- 0,- 0,,- 0,,24,
SANTA FE,Las Colonias,,82070030,- 0,- 0,,235,- 0,- 0,- 0,- 0,235,
SANTA FE,,Empalme San Carlos,82070040,- 0,,- 0,- 0,- 0,,,13,13,
SANTA FE,Las Colonias,Esperanza,,1.953,8.198,- 0,,- 0,4,- 0,420,,
,Las Colonias,Felicia,,,- 0,- 0,- 0,,- 0,- 0,,,
,Las Colonias,Franck,82070070,,- 0,- 0,162,,- 0,,101,438,
,Las Colonias,Grutly,,,- 0,- 0,,,- 0,- 0,21,114,
SANTA FE,,Hipatia,82070090,- 0,,- 0,- 0,- 0,,- 0,,,
SANTA FE,,,82070100,299,,,24,2,,- 0,195,,
SANTA FE,Las Colonias,La Pelada,,,- 0,- 0,,- 0,- 0,,96,176,
,Las Colonias,Las Tunas,82070130,,- 0,- 0,107,,1,,- 0,112,
SANTA FE,,,82070140,- 0,,- 0,- 0,- 0,,- 0,,,
SANTA FE,Las Colonias,,82070150,90,- 0,,- 0,- 0,- 0,- 0,,158,
,Las Colonias,Nuevo Torino,82070160,,- 0,- 0,- 0,,- 0,- 0,5,155,
SANTA FE,Las Colonias,OTROS,,- 0,- 0,- 0,,- 0,- 0,,16,16,
,Las Colonias,Pilar,,,- 0,- 0,,,- 0,- 0,,124,
,Las Colonias,Progreso,82070190,,- 0,- 0,- 0,,- 0,- 0,621,,
SANTA FE,,,82070200,- 0,,,- 0,- 0,,,135,135,
SANTA FE,,Sa Pereyra,82070210,54,,- 0,- 0,- 0,,,3,57,
,Las Colonias,San Agustín,82070220,,- 0,- 0,- 0,,- 0,- 0,83,,
SANTA FE,Las Colonias,San Carlos Centro,,407,3.943,- 0,,,- 0,- 0,,4.386,
,Las Colonias,San Carlos Norte,82070240,,215,- 0,- 0,,- 0,,152,367,
,Las Colonias,San Carlos Sud,,,670,- 0,,,- 0,- 0,9,709,
SANTA FE,,San Jerónimo del Sauce,82070260,- 0,,- 0,172,- 0,,- 0,,172,
SANTA FE,,,82070270,202,,,1.575,- 0,,- 0,,,
SANTA FE,Las Colonias,,82070290,- 0,668,,- 0,- 0,- 0,,- 0,668,
SANTA FE,,,82070300,- 0,,,- 0,- 0,,,255,255,
SANTA FE,Las Colonias,SARMIENTO,,135,- 0,- 0,,130,- 0,- 0,,,
,OTROS,OTROS,Sin Datos,,- 0,- 0,- 0,,- 0,- 0,,2.581,
SANTA FE,,,82084010,205,,,21,- 0,,,140,1.709,
SANTA FE,Rosario,,82084030,59,1.393,,2,134,- 0,- 0,- 0,1.588,
,Rosario,Alvear,,,3.037,- 0,,,- 0,- 0,,,
,Rosario,Arminda,82084060,,86,- 0,- 0,,- 0,- 0,- 0,,
SANTA FE,,,82084070,2.050,,,2,- 0,,,6,5.331,
SANTA FE,,Carmen del Sauce,82084080,- 0,,- 0,158,- 0,,- 0,22,180,
SANTA FE,,Coronel Bogado,82084090,415,,- 0,178,- 0,,- 0,- 0,,
SANTA FE,Rosario,,82084110,- 0,- 0,,39,- 0,- 0,- 0,,39,
,Rosario,El Caramelo,,,- 0,- 0,,,- 0,- 0,- 0,495,
SANTA FE,Rosario,Fighiera,,366,- 0,- 0,,- 0,- 0,,- 0,366,
SANTA FE,Rosario,,82084140,4.523,5.794,,2.296,- 0,1,- 0,,12.715,
SANTA FE,,,82084150,400,,,1,1,,- 0,140,,
SANTA FE,Rosario,,82084160,- 0,4.673,,4,2,- 0,,676,5.355,
SANTA FE,,,82084170,- 0,,,468,- 0,,- 0,452,1.511,
SANTA FE,Rosario,Pérez,,3.069,- 0,- 0,,- 0,5,- 0,,,
,Rosario,Piñero (Est. Erasto),,,181,- 0,,,- 0,- 0,1,,
,Rosario,Pueblo Esther,82084230,,- 0,- 0,611,,1,- 0,- 0,853,
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),,,118,- 0,,54,- 0,,- 0,172,
SANTA FE,,Pueblo Uranga,82084250,29,,- 0,98,- 0,,- 0,52,,
SANTA FE,Rosario,,82084260,- 0,- 0,,- 0,25,,- 0,,25,
,Rosario,Rosario,,,190.777,74,,,1,,5.228,330.727,
,Rosario,Soldini,82084280,,780,- 0,- 0,,- 0,,- 0,993,
SANTA FE,,,82084290,172,,,2,- 0,,- 0,,285,
SANTA FE,Rosario,,82084300,- 0,193,,- 0,101,- 0,- 0,,,
,Rosario,Villa Gobernador Gálvez,,,17,- 0,,,- 0,,25,13.320,
SANTA FE,Rosario,Zavalla,,745,932,- 0,,- 0,- 0,- 0,95,1.772,
SANTA FE,Rosario,Albarellos,,- 0,- 0,- 0,,,- 0,- 0,,,
,Rosario,Coronel Rodolfo S. Domínguez,82084100,,318,- 0,- 0,,- 0,- 0,,318,
SANTA FE,Rosario,,82084180,- 0,,,- 0,- 0,1,,1,2,
SANTA FE,,Arbilla,82084050,30,,- 0,- 0,- 0,,,- 0,30,
,Rosario,Monte Flores,82084200,,- 0,- 0,- 0,,- 0,- 0,,,
,San Cristóbal,Aguará Grande,,,- 0,- 0,,,1,- 0,2,,
SANTA FE,San Cristóbal,Ambrosetti,,- 0,- 0,- 0,,- 0,1,,84,85,
,San Cristóbal,Arrufo,82091030,,166,- 0,- 0,,- 0,,- 0,444,
SANTA FE,San Cristóbal,,82091040,- 0,- 0,,- 0,- 0,1,- 0,,1,
SANTA FE,,Capivara,82091050,- 0,,,- 0,- 0,,- 0,,,
SANTA FE,,Ceres,82091060,1.101,,- 0,- 0,- 0,,- 0,541,3.581,
SANTA FE,,,82091080,56,,,118,- 0,,,3,177,
,San Cristóbal,Hersilia,82091120,,199,- 0,- 0,,- 0,- 0,,,
,San Cristóbal,Huanqueros,,,- 0,- 0,,,- 0,- 0,,29,
SANTA FE,,,82091140,- 0,- 0,,- 0,1,1,,2,4,
SANTA FE,,La Rubia,82091150,- 0,,- 0,- 0,- 0,,- 0,12,43,
,San Cristóbal,Las Palmeras,,,- 0,- 0,,,- 0,- 0,,23,
SANTA FE,San Cristóbal,Moisés Ville,,123,240,- 0,,- 0,- 0,- 0,- 0,,
SANTA FE,,Monigotes,82091190,- 0,,- 0,45,- 0,,,12,57,
SANTA FE,San Cristóbal,,82091200,- 0,- 0,,- 0,- 0,- 0,- 0,37,37,
SANTA FE,,,Sin Datos,- 0,,,- 0,- 0,,- 0,6,,
SANTA FE,,Palacios,82091210,2,,- 0,31,- 0,,- 0,,,
,San Cristóbal,San Cristóbal,,,1.242,- 0,,,1,- 0,609,3.366,
,San Cristóbal,San Guillermo,82091230,,1.256,- 0,33,,- 0,,177,2.547,
SANTA FE,,Santurce,82091240,- 0,,- 0,- 0,- 0,,- 0,,29,
SANTA FE,San Cristóbal,,82091250,- 0,- 0,,- 0,- 0,- 0,- 0,,,
SANTA FE,,Suardi,82091260,- 0,,- 0,1.560,- 0,,- 0,- 0,1.560,
SANTA FE,San Cristóbal,,82091270,- 0,- 0,,- 0,3,- 0,,48,51,
,San Cristóbal,Curupaity,,,- 0,- 0,,,- 0,- 0,15,,
SANTA FE,San Cristóbal,Colonia Ana,,- 0,- 0,- 0,,- 0,- 0,- 0,,,
,San Cristóbal,Colonia Rosa,,,- 0,- 0,,,- 0,,12,12,
,San Javier,Alejandra,82098010,,- 0,- 0,- 0,,1,- 0,453,454,
SANTA FE,,,82098020,- 0,,,- 0,- 0,,- 0,,34,
SANTA FE,,Colonia Durán,82098030,- 0,,- 0,- 0,- 0,,- 0,- 0,,
,San Javier,Romang,82098050,,801,- 0,2,,- 0,,369,1.367,
SANTA FE,San Javier,San Javier,,,826,- 0,,- 0,- 0,,194,1.116,
SANTA FE,San Javier,,82098040,- 0,- 0,,- 0,- 0,- 0,- 0,,,
SANTA FE,,,82105010,- 0,,,- 0,400,,- 0,,584,
SANTA FE,San Jerónimo,Barrancas,,502,- 0,- 0,,- 0,- 0,- 0,477,979,
,San Jerónimo,Barrio Caima,82105040,,- 0,- 0,- 0,,- 0,,16,16,
,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),82105060,,- 0,- 0,245,,- 0,- 0,,245,
,San Jerónimo,Centeno,,,- 0,- 0,,,- 0,- 0,,,
SANTA FE,,Coronda,82105090,652,,- 0,3.145,215,,,887,4.899,
SANTA FE,,,82105100,154,,,- 0,- 0,,,46,200,
SANTA FE,San Jerónimo,Díaz,,470,- 0,- 0,,,- 0,- 0,- 0,,
,San Jerónimo,Gaboto,82105120,,- 0,- 0,- 0,,- 0,- 0,,441,
,San Jerónimo,Gálvez,,,- 0,- 0,,,1,,19,7.361,
SANTA FE,San Jerónimo,Gessler,,133,- 0,- 0,,- 0,- 0,,48,250,
SANTA FE,,,82105150,- 0,,,- 0,- 0,,- 0,,,
SANTA FE,San Jerónimo,,82105160,- 0,- 0,,- 0,- 0,- 0,- 0,,23,
SANTA FE,,,82105170,19,- 0,,18,- 0,- 0,,- 0,37,
SANTA FE,,López (Est. San Martín de Tours),82105180,37,,- 0,- 0,- 0,,- 0,- 0,420,
SANTA FE,San Jerónimo,Maciel,,583,782,- 0,,136,- 0,- 0,,1.502,
,San Jerónimo,Monje,82105200,,- 0,- 0,149,,- 0,- 0,,,
SANTA FE,,San Fabián,82105230,74,,- 0,- 0,- 0,,- 0,70,237,
SANTA FE,,,82105240,788,,,456,- 0,,,49,1.330,
SANTA FE,San Jerónimo,San Genaro Norte,,1.026,22,- 0,,- 0,- 0,- 0,- 0,,
,San Jerónimo,San Eugenio,,,- 0,- 0,,,- 0,- 0,,21,
SANTA FE,San Justo,,82112010,- 0,- 0,,- 0,- 0,- 0,- 0,24,24,
SANTA FE,,,82112020,- 0,,,- 0,- 0,,,54,54,
SANTA FE,,Esther,82112040,- 0,,- 0,- 0,- 0,,- 0,,,
SANTA FE,San Justo,,82112050,157,976,,- 0,- 0,- 0,- 0,257,,
,San Justo,La Criolla (Est. Cañadita),82112060,,- 0,- 0,- 0,,- 0,,31,288,
,San Justo,Marcelino Escalada,,101,- 0,- 0,,- 0,- 0,- 0,128,229,
SANTA FE,,,82112090,- 0,,,- 0,- 0,,- 0,,,
SANTA FE,,OTROS,Sin Datos,- 0,,- 0,- 0,- 0,,- 0,,28,
SANTA FE,San Justo,,82112100,- 0,- 0,,- 0,- 0,,,92,92,
SANTA FE,,Ramayón,82112110,- 0,,- 0,- 0,- 0,,- 0,144,144,
,San Justo,San Bernardo,,,- 0,- 0,,- 0,- 0,- 0,,,
,San Justo,San Justo,82112130,,40,- 0,6.106,,- 0,- 0,270,,
,San Justo,Vera y Pintado (Est. Guaraníes),,,- 0,- 0,,,- 0,- 0,183,319,
SANTA FE,San Justo,Videla,,119,- 0,- 0,,- 0,- 0,,31,380,
SANTA FE,,,82112030,- 0,,,- 0,- 0,,- 0,22,,
SANTA FE,San Justo,,82112070,- 0,- 0,,- 0,- 0,- 0,- 0,,,
SANTA FE,San Justo,San Martín Norte,,- 0,- 0,- 0,,- 0,- 0,,35,35,
,San Justo,Silva (Est. Abipones),,,- 0,- 0,,,- 0,- 0,25,25,
SANTA FE,,Aldao,82119010,- 0,,- 0,- 0,- 0,,- 0,,374,
SANTA FE,San Lorenzo,,82119020,3.656,,,2.226,- 0,- 0,- 0,- 0,,
,San Lorenzo,Carcarañá,82119030,,1,- 0,- 0,,- 0,,- 0,984,
SANTA FE,San Lorenzo,Coronel Arnold,,- 0,- 0,- 0,,,- 0,,- 0,239,
SANTA FE,San Lorenzo,Fray Luis Beltrán,,2.226,24,- 0,,- 0,- 0,- 0,,,
,San Lorenzo,Fuentes,,,- 0,- 0,,,- 0,- 0,,849,
SANTA FE,San Lorenzo,,82119070,- 0,368,,- 0,- 0,- 0,,47,415,
SANTA FE,,,82119080,- 0,,,2.602,215,,,13,2.832,
,San Lorenzo,Pujato,82119090,,- 0,- 0,- 0,,- 0,- 0,,,
SANTA FE,San Lorenzo,Ricardone,,401,857,- 0,,- 0,1,- 0,22,,
SANTA FE,San Lorenzo,Roldán,,2.276,1.999,- 0,,,- 0,,131,7.237,
,San Lorenzo,San Jerónimo Sud,82119120,,824,- 0,2,,- 0,,- 0,994,
SANTA FE,San Lorenzo,,82119130,3.010,,,946,- 0,- 0,- 0,,9.328,
SANTA FE,,Timbúes,82119140,229,,- 0,1.207,134,,- 0,83,,
SANTA FE,,,82119150,- 0,,,- 0,- 0,,,30,30,
SANTA FE,San Lorenzo,,82119160,- 0,1,,- 0,- 0,1,,- 0,2,
,San Martín,Cañada Rosquín,,,- 0,- 0,,,- 0,- 0,,,
SANTA FE,San Martín,Carlos Pellegrini,,425,23,- 0,,- 0,- 0,- 0,,448,
SANTA FE,San Martín,,82126030,- 0,59,,- 0,- 0,- 0,,- 0,59,
SANTA FE,,,82126040,- 0,,- 0,- 0,- 0,,- 0,1,1,
,San Martín,Colonia Belgrano,82126050,,93,- 0,- 0,,- 0,- 0,,343,
SANTA FE,San Martín,El Trébol,,,2.592,- 0,,- 0,- 0,- 0,72,,
SANTA FE,,Landeta,82126080,204,,- 0,- 0,- 0,,,- 0,600,
SANTA FE,San Martín,,82126090,- 0,- 0,,- 0,- 0,,- 0,26,26,
SANTA FE,San Martín,,82126100,- 0,- 0,,- 0,- 0,- 0,- 0,- 0,,
SANTA FE,,,82126110,90,,,- 0,- 0,,- 0,,,
SANTA FE,San Martín,María Susana,,667,- 0,- 0,,- 0,- 0,- 0,36,1.085,
,San Martín,Piamonte,,,1.463,- 0,,,- 0,,- 0,2.117,
SANTA FE,,San Jorge,82126140,2.028,,- 0,1.456,- 0,,- 0,,4.648,
SANTA FE,San Martín,,82126150,942,653,,- 0,- 0,- 0,- 0,,,
SANTA FE,,,82126160,485,,,27,- 0,,,145,657,
SANTA FE,,Calchaquí,82133010,485,,- 0,- 0,1.050,,- 0,230,1.766,
,Vera,Cañada Ombú,,,- 0,- 0,,,1,- 0,,,
,Vera,Colmena,82133030,,- 0,- 0,- 0,,1,- 0,- 0,,
,Vera,Fortín Olmos,82133040,,- 0,- 0,,,2,- 0,337,339,
SANTA FE,Vera,Garabato,,- 0,- 0,- 0,,- 0,- 0,,104,104,
SANTA FE,,Intiyaco,82133070,- 0,,- 0,- 0,- 0,,- 0,97,,
SANTA FE,Vera,,82133090,- 0,- 0,,- 0,- 0,- 0,- 0,,373,
SANTA FE,Vera,Margarita,,- 0,740,- 0,,- 0,2,,106,848,
,Vera,Paraje 29,,,- 0,- 0,,,1,,34,35,
SANTA FE,,Pozo de los Indios,82133130,- 0,,- 0,- 0,- 0,,- 0,,25,
SANTA FE,,,82133160,- 0,,,- 0,- 0,,- 0,,,
,Vera,Vera (Est. Gobernador Vera),82133170,,- 0,- 0,- 0,,- 0,,801,3.915,
,Vera,Los Amores,,,- 0,- 0,,,- 0,,122,122,
SANTA FE,Vera,Pueblo Santa Lucía,,- 0,- 0,- 0,,- 0,- 0,- 0,30,,
,Vera,Golondrina,82133060,,- 0,- 0,- 0,,- 0,- 0,,70,
SANTA FE,Vera,,82133080,- 0,- 0,,- 0,- 0,- 0,,3,3,
SANTA FE,,,82133150,- 0,,,- 0,- 0,,,210,210,
,Aguirre,Malbrán,,,- 0,- 0,,,1,- 0,,14,
SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),,- 0,229,- 0,,- 0,3,- 0,2,,
,Alberdi,Campo Gallo,86014010,,- 0,- 0,5,,4,,35,44,
,Alberdi,Coronel Manuel L. Rico,,,- 0,- 0,,,2,,- 0,2,
SANTIAGO DEL ESTERO,,Donadeu,86014030,1,,- 0,1,- 0,,- 0,- 0,,
SANTIAGO DEL ESTERO,,,86014040,- 0,,,203,- 0,,- 0,,206,
SANTIAGO DEL ESTERO,Alberdi,,86014050,- 0,- 0,,11,57,2,,5,75,
SANTIAGO DEL ESTERO,,,86021010,1,,- 0,1,- 0,,,- 0,3,
SANTIAGO DEL ESTERO,Atamisqui,Medellín,,- 0,- 0,- 0,,- 0,2,- 0,,33,
,Atamisqui,Villa Atamisqui,86021030,,- 0,- 0,1,,1,- 0,,,
SANTIAGO DEL ESTERO,,,86028010,74,,,- 0,- 0,,- 0,5,91,
SANTIAGO DEL ESTERO,Avellaneda,,86028020,- 0,3,,- 0,100,1,,- 0,104,
,Avellaneda,Icaño,,,3,- 0,,,1,- 0,79,,
,Avellaneda,Lugones,86028040,,2,- 0,- 0,,1,- 0,,3,
SANTIAGO DEL ESTERO,,,86028050,- 0,,,- 0,- 0,,- 0,- 0,2,
SANTIAGO DEL ESTERO,,Villa Mailín,86028060,- 0,,- 0,- 0,- 0,,,1,2,
SANTIAGO DEL ESTERO,,Clodomira,86035060,- 0,,- 0,3,5,,- 0,,,
SANTIAGO DEL ESTERO,Banda,,86035090,27,43,,1.272,- 0,3,- 0,367,,
,Banda,Los Quiroga,,,- 0,- 0,,,1,,45,46,
SANTIAGO DEL ESTERO,Banda,Simbolar,,- 0,- 0,- 0,,- 0,1,- 0,- 0,1,
SANTIAGO DEL ESTERO,Banda,,86035010,1,- 0,,- 0,- 0,- 0,- 0,,,
SANTIAGO DEL ESTERO,,,86035050,- 0,,,1,- 0,,- 0,,1,
SANTIAGO DEL ESTERO,,Bandera,86042010,- 0,,- 0,3,- 0,,- 0,68,503,
SANTIAGO DEL ESTERO,Belgrano,,86042020,- 0,- 0,,- 0,- 0,1,,97,98,
,Belgrano,Fortín Inca,86042030,,- 0,- 0,- 0,,1,- 0,111,,
,Belgrano,Guardia Escolta,,6,4,- 0,,- 0,1,- 0,,,
SANTIAGO DEL ESTERO,Capital,El Mojón,,- 0,- 0,- 0,,- 0,1,,3,4,
,Capital,El Zanjón,,,- 0,- 0,,,1,- 0,96,97,
SANTIAGO DEL ESTERO,Capital,,86049090,- 0,- 0,,- 0,250,- 0,- 0,,254,
SANTIAGO DEL ESTERO,,,86049100,1,,,- 0,- 0,,- 0,4,,
,Capital,Santiago del Estero,86049110,,77.825,2,,,5,,1.707,95.842,
SANTIAGO DEL ESTERO,Capital,Los Cardozos,,- 0,- 0,- 0,,- 0,- 0,,3,5,
SANTIAGO DEL ESTERO,,,86049130,- 0,- 0,,- 0,- 0,- 0,- 0,,,
SANTIAGO DEL ESTERO,,Maco,86049050,- 0,,- 0,- 0,- 0,,- 0,,78,
SANTIAGO DEL ESTERO,Capital,Maquito,,- 0,- 0,- 0,,- 0,1,,43,44,
,Capital,Morales,86049070,,- 0,- 0,- 0,,- 0,,3,3,
,Capital,Vuelta de la Barranca,,,- 0,- 0,,,- 0,- 0,,4,
SANTIAGO DEL ESTERO,Choya,Choya,,55,- 0,- 0,,- 0,2,- 0,- 0,,
SANTIAGO DEL ESTERO,,,86063030,505,,,- 0,- 0,,,- 0,505,
SANTIAGO DEL ESTERO,Choya,,86063040,2.857,23,,806,- 0,2,,782,4.470,
SANTIAGO DEL ESTERO,Choya,Laprida,,- 0,- 0,- 0,,- 0,- 0,- 0,5,,
,Choya,Tapso,86063080,,- 0,- 0,1,,- 0,- 0,,72,
SANTIAGO DEL ESTERO,Choya,Villa La Punta,,- 0,- 0,- 0,,- 0,1,,5,10,
,Copo,El Caburé,,,- 0,- 0,,,- 0,- 0,100,120,
SANTIAGO DEL ESTERO,Copo,,86056020,- 0,- 0,,- 0,- 0,- 0,- 0,,20,
SANTIAGO DEL ESTERO,,,86056030,- 0,,,200,- 0,,- 0,,,
SANTIAGO DEL ESTERO,,Los Tigres,86056040,- 0,,- 0,- 0,80,,,50,130,
SANTIAGO DEL ESTERO,,,86056050,- 0,,,243,2,5,,- 0,250,
,Copo,Nueva Esperanza,86056060,,- 0,- 0,- 0,,1,- 0,,,
SANTIAGO DEL ESTERO,Copo,Pampa de los Guanacos,,- 0,- 0,- 0,,,3,- 0,,206,
SANTIAGO DEL ESTERO,,,86056080,- 0,,,- 0,120,,,5,125,
SANTIAGO DEL ESTERO,,Urutaú,86056090,- 0,,- 0,- 0,- 0,,- 0,30,30,
,Figueroa,Bandera Bajada,,,- 0,- 0,,,- 0,- 0,,,
SANTIAGO DEL ESTERO,Figueroa,Caspi Corral,,1,- 0,- 0,,- 0,- 0,- 0,5,,
SANTIAGO DEL ESTERO,,,86070060,- 0,,,4,- 0,,,45,50,
SANTIAGO DEL ESTERO,Figueroa,,86070090,- 0,- 0,,- 0,- 0,- 0,- 0,3,3,
SANTIAGO DEL ESTERO,Figueroa,,86070100,- 0,- 0,,1,- 0,,- 0,3,,
SANTIAGO DEL ESTERO,,La Invernada,86070070,1,,- 0,2,- 0,,- 0,,4,
,General Taboada,Añatuya,,,750,- 0,,200,4,- 0,365,2.706,
,General Taboada,Averías,86077020,,- 0,- 0,- 0,,- 0,,4,4,
SANTIAGO DEL ESTERO,,Estación Tacañitas,86077030,- 0,,- 0,2,- 0,,- 0,,6,
SANTIAGO DEL ESTERO,,,86077050,- 0,,,4,- 0,,- 0,- 0,,
SANTIAGO DEL ESTERO,,,86077060,- 0,,,- 0,- 0,,- 0,2,45,
SANTIAGO DEL ESTERO,,Lavalle,86084010,1,,- 0,- 0,200,,,1,204,
,Guasayán,San Pedro,,,- 0,- 0,,,- 0,- 0,2,,
,Jiménez,El Arenal,86091005,,- 0,- 0,- 0,,1,- 0,,73,
,Jiménez,El Bobadal,,,- 0,- 0,,,1,,- 0,6,
SANTIAGO DEL ESTERO,Jiménez,El Charco,,- 0,- 0,- 0,,30,- 0,- 0,- 0,33,
SANTIAGO DEL ESTERO,,Gramilla,86091040,- 0,,- 0,1,48,,- 0,,,
